"","IWC_PK","SAMPLE_DATE","SHIFT","PORT_FK","NUM_VESSEL","IWC_ORDER","REMARKS","SYS_CREATE_TIME","SYS_MODIFY_TIME","LOAD_TABLE","LOAD_DATETIME","LOAD_USER"
"1",175120,"2006-01-04","A",1,4,1,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"2",175121,"2006-01-04","A",2,2,4,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"3",175122,"2006-01-04","A",4,2,10,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"4",175123,"2006-01-04","P",1,2,1,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"5",175124,"2006-01-04","P",3,2,7,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"6",175125,"2006-01-07","A",1,7,1,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"7",175126,"2006-01-07","A",2,5,4,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"8",175127,"2006-01-07","A",3,3,7,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"9",175128,"2006-01-07","A",5,3,9,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"10",175129,"2006-01-07","P",1,10,1,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"11",175130,"2006-01-07","P",2,2,4,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"12",175131,"2006-01-07","P",3,5,7,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"13",175132,"2006-01-07","P",5,3,9,NA,NA,"2006-01-10 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"14",175133,"2006-01-23","A",1,1,1,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"15",175134,"2006-01-23","A",2,2,4,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"16",175135,"2006-01-23","A",3,2,7,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"17",175136,"2006-01-23","P",2,3,4,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"18",175137,"2006-01-23","P",3,1,7,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"19",175138,"2006-01-23","P",9,1,11,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"20",175139,"2006-01-28","A",1,1,1,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"21",175140,"2006-01-28","A",7,1,3,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"22",175141,"2006-01-28","A",2,7,4,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"23",175142,"2006-01-28","A",3,3,7,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"24",175143,"2006-01-28","A",9,1,11,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"25",175144,"2006-01-28","P",8,1,2,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"26",175145,"2006-01-28","P",2,3,4,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"27",175146,"2006-01-28","P",3,1,7,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"28",175147,"2006-01-28","P",5,1,9,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"29",175148,"2006-01-28","P",4,1,10,NA,NA,"2006-01-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"30",175149,"2006-02-10","A",2,2,4,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"31",175150,"2006-02-10","P",2,2,4,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"32",175151,"2006-02-10","P",3,1,7,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"33",175152,"2006-02-12","A",1,9,1,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"34",175153,"2006-02-12","A",2,7,4,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"35",175154,"2006-02-12","A",3,10,7,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"36",175155,"2006-02-12","P",1,1,1,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"37",175156,"2006-02-12","P",2,1,4,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"38",175157,"2006-02-12","P",3,2,7,NA,NA,"2006-02-16 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"39",175158,"2006-02-21","A",2,3,4,NA,NA,"2006-02-23 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"40",175159,"2006-02-21","A",3,3,7,NA,NA,"2006-02-23 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"41",175160,"2006-02-21","P",1,1,1,NA,NA,"2006-02-23 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"42",175161,"2006-02-21","P",2,2,4,NA,NA,"2006-02-23 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"43",175162,"2006-02-26","A",1,6,1,NA,NA,"2006-03-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"44",175163,"2006-02-26","A",2,4,4,NA,NA,"2006-03-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"45",175164,"2006-02-26","A",3,3,7,NA,NA,"2006-03-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"46",175165,"2006-02-26","A",9,1,11,NA,NA,"2006-03-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"47",175166,"2006-02-26","P",2,3,4,NA,NA,"2006-03-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"48",175167,"2006-03-01","A",1,2,1,NA,NA,"2006-03-09 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"49",175168,"2006-03-01","A",2,3,4,NA,NA,"2006-03-09 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"50",175169,"2006-03-01","A",3,3,7,NA,NA,"2006-03-09 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"51",175170,"2006-03-01","P",2,1,4,NA,NA,"2006-03-09 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"52",175171,"2006-03-01","P",3,1,7,NA,NA,"2006-03-09 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"53",175172,"2006-03-11","A",1,16,1,NA,NA,"2006-03-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"54",175173,"2006-03-11","A",2,7,4,NA,NA,"2006-03-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"55",175174,"2006-03-11","A",5,2,9,NA,NA,"2006-03-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"56",175175,"2006-03-11","P",2,3,4,NA,NA,"2006-03-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"57",175176,"2006-03-11","P",3,3,7,NA,NA,"2006-03-30 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"58",175177,"2006-03-24","A",1,3,1,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"59",175178,"2006-03-24","A",2,3,4,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"60",175179,"2006-03-24","A",3,1,7,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"61",175180,"2006-03-24","P",1,4,1,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"62",175181,"2006-03-24","P",2,2,4,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"63",175182,"2006-03-24","P",6,2,6,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"64",175183,"2006-03-24","P",3,2,7,NA,NA,"2006-03-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"65",175184,"2006-03-26","A",1,9,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"66",175185,"2006-03-26","A",2,5,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"67",175186,"2006-03-26","A",3,4,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"68",175187,"2006-03-26","A",9,1,11,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"69",175188,"2006-03-26","P",1,4,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"70",175189,"2006-03-26","P",3,1,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"71",175190,"2006-04-01","A",1,11,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"72",175191,"2006-04-01","A",2,8,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"73",175192,"2006-04-01","A",3,2,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"74",175193,"2006-04-01","P",1,5,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"75",175194,"2006-04-01","P",2,4,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"76",175195,"2006-04-01","P",3,2,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"77",175196,"2006-04-07","A",1,7,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"78",175197,"2006-04-07","A",2,5,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"79",175198,"2006-04-07","A",6,2,6,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"80",175199,"2006-04-07","A",3,6,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"81",175200,"2006-04-07","A",4,1,10,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"82",175201,"2006-04-07","A",9,3,11,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"83",175202,"2006-04-07","P",1,1,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"84",175203,"2006-04-07","P",2,4,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"85",175204,"2006-04-07","P",6,1,6,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"86",175205,"2006-04-07","P",3,3,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"87",175206,"2006-04-07","P",5,1,9,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"88",175207,"2006-04-21","A",1,4,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"89",175208,"2006-04-21","A",2,7,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"90",175209,"2006-04-21","A",3,3,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"91",175210,"2006-04-21","P",1,2,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"92",175211,"2006-04-21","P",2,5,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"93",175212,"2006-04-21","P",3,4,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"94",175213,"2006-04-23","A",1,6,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"95",175214,"2006-04-23","A",2,5,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"96",175215,"2006-04-23","A",3,2,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"97",175216,"2006-04-23","P",2,1,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"98",175217,"2006-05-13","A",1,13,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"99",175218,"2006-05-13","A",2,8,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"100",175219,"2006-05-13","A",3,1,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"101",175220,"2006-05-13","A",5,3,9,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"102",175221,"2006-05-13","P",1,1,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"103",175222,"2006-05-13","P",2,3,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"104",175223,"2006-05-13","P",3,2,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"105",175224,"2006-05-21","A",1,14,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"106",175225,"2006-05-21","A",2,6,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"107",175226,"2006-05-21","A",3,8,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"108",175227,"2006-05-21","P",1,7,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"109",175228,"2006-05-21","P",2,3,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"110",175229,"2006-05-21","P",3,1,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"111",175230,"2006-05-21","P",5,1,9,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"112",175231,"2006-05-23","A",1,4,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"113",175232,"2006-05-23","A",2,4,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"114",175233,"2006-05-23","A",6,1,6,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"115",175234,"2006-05-23","A",3,2,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"116",175235,"2006-05-23","P",1,4,1,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"117",175236,"2006-05-23","P",2,1,4,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"118",175237,"2006-05-23","P",3,3,7,NA,NA,"2006-06-05 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"119",175238,"2006-05-26","A",1,3,1,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"120",175239,"2006-05-26","A",2,2,4,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"121",175240,"2006-05-26","A",3,1,7,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"122",175241,"2006-05-26","A",5,1,9,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"123",175242,"2006-05-26","P",1,3,1,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"124",175243,"2006-05-26","P",2,4,4,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"125",175244,"2006-05-26","P",3,3,7,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"126",175245,"2006-05-26","P",5,1,9,NA,NA,"2006-06-28 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"127",175246,"2006-05-31","A",3,3,7,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"128",175247,"2006-05-31","A",5,1,9,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"129",175248,"2006-05-31","P",1,2,1,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"130",175249,"2006-05-31","P",8,1,2,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"131",175250,"2006-05-31","P",2,3,4,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"132",175251,"2006-05-31","P",3,1,7,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"133",175252,"2006-05-31","P",5,1,9,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"134",175253,"2006-05-31","P",4,1,10,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"135",175254,"2006-06-11","A",1,11,1,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"136",175255,"2006-06-11","A",8,1,2,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"137",175256,"2006-06-11","A",2,8,4,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"138",175257,"2006-06-11","A",3,1,7,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"139",175258,"2006-06-11","P",1,2,1,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"140",175259,"2006-06-11","P",2,1,4,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"141",175260,"2006-06-11","P",3,1,7,NA,NA,"2006-06-13 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"142",175261,"2006-06-12","A",1,1,1,NA,NA,"2006-06-15 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"143",175262,"2006-06-12","A",2,1,4,NA,NA,"2006-06-15 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"144",175263,"2006-06-12","A",3,1,7,NA,NA,"2006-06-15 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"145",175264,"2006-06-12","P",3,3,7,NA,NA,"2006-06-15 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"146",175265,"2006-06-14","A",1,9,1,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"147",175266,"2006-06-14","A",2,2,4,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"148",175267,"2006-06-14","A",3,3,7,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"149",175268,"2006-06-14","P",1,3,1,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"150",175269,"2006-06-14","P",2,4,4,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"151",175270,"2006-06-14","P",3,3,7,NA,NA,"2006-06-19 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"152",175271,"2006-07-01","A",1,4,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"153",175272,"2006-07-01","A",2,4,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"154",175273,"2006-07-01","A",3,3,7,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"155",175274,"2006-07-01","P",1,6,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"156",175275,"2006-07-01","P",2,1,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"157",175276,"2006-07-01","P",3,3,7,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"158",175277,"2006-07-01","P",4,1,10,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"159",175278,"2006-07-05","A",1,3,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"160",175279,"2006-07-05","A",2,2,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"161",175280,"2006-07-05","A",3,1,7,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"162",175281,"2006-07-05","P",1,2,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"163",175282,"2006-07-05","P",2,1,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"164",175283,"2006-07-05","P",3,1,7,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"165",175284,"2006-07-17","A",1,2,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"166",175285,"2006-07-17","A",2,3,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"167",175286,"2006-07-17","P",1,5,1,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"168",175287,"2006-07-17","P",2,5,4,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"169",175288,"2006-07-17","P",3,4,7,NA,NA,"2006-08-04 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"170",175289,"2006-07-22","A",1,13,1,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"171",175290,"2006-07-22","A",2,1,4,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"172",175291,"2006-07-22","A",3,4,7,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"173",175292,"2006-07-22","P",1,4,1,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"174",175293,"2006-07-22","P",3,1,7,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"175",175294,"2006-08-15","A",1,6,1,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"176",175295,"2006-08-15","A",8,1,2,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"177",175296,"2006-08-15","A",2,2,4,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"178",175297,"2006-08-15","A",3,4,7,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"179",175298,"2006-08-15","P",1,5,1,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"180",175299,"2006-08-15","P",2,1,4,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"181",175300,"2006-08-15","P",3,2,7,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"182",175301,"2006-08-15","P",5,9,9,NA,NA,"2006-08-22 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"183",175302,"2006-08-26","A",1,8,1,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"184",175303,"2006-08-26","A",2,3,4,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"185",175304,"2006-08-26","A",6,1,6,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"186",175305,"2006-08-26","A",3,5,7,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"187",175306,"2006-08-26","A",5,1,9,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"188",175307,"2006-08-26","A",9,1,11,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"189",175308,"2006-08-26","P",1,3,1,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"190",175309,"2006-08-26","P",2,4,4,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"191",175310,"2006-08-26","P",3,6,7,NA,NA,"2006-09-01 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"192",175311,"2006-08-27","A",1,12,1,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"193",175312,"2006-08-27","A",2,5,4,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"194",175313,"2006-08-27","A",3,4,7,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"195",175314,"2006-08-27","A",4,1,10,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"196",175315,"2006-08-27","A",9,14,11,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"197",175316,"2006-08-27","P",1,3,1,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"198",175317,"2006-08-27","P",2,1,4,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"199",175318,"2006-08-27","P",3,2,7,NA,NA,"2006-08-29 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"200",175319,"2006-08-29","A",1,4,1,NA,NA,"2006-08-31 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"201",175320,"2006-08-29","A",5,1,9,NA,NA,"2006-08-31 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"202",175321,"2006-08-29","A",4,1,10,NA,NA,"2006-08-31 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"203",175322,"2006-08-29","P",1,3,1,NA,NA,"2006-08-31 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
"204",175323,"2006-08-29","P",2,1,4,NA,NA,"2006-08-31 00:00:00","gof06iwc","2017-10-03 12:34:05","data_loader"
