"","SMPDY_PK","SAMPLE_DATE","TYPE_OF_DAY","MONTH","DAY","YEAR","PORT_FK","REMARKS","SYS_CREATE_TIME","SYS_MODIFY_TIME","LOAD_TABLE","LOAD_DATETIME","LOAD_USER"
"776",71146,"1995-06-22","WD",6,22,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"777",71147,"1995-06-25","WE",6,25,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"778",71148,"1995-06-30","WD",6,30,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"779",71149,"1995-07-06","WD",7,6,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"780",71150,"1995-07-08","WE",7,8,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"781",71151,"1995-07-11","WD",7,11,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"782",71152,"1995-07-23","WE",7,23,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"783",71153,"1995-07-24","WD",7,24,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"784",71154,"1995-07-28","WD",7,28,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"785",71155,"1995-07-29","WE",7,29,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"786",71156,"1995-07-30","WE",7,30,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"787",71157,"1995-08-06","WE",8,6,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"788",71158,"1995-08-09","WD",8,9,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"789",71159,"1995-08-12","WE",8,12,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"790",71160,"1995-08-14","WD",8,14,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"791",71161,"1995-08-17","WD",8,17,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"792",71162,"1995-08-20","WE",8,20,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"793",71163,"1995-08-26","WE",8,26,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"794",71164,"1995-08-29","WD",8,29,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"795",71165,"1995-09-02","WE",9,2,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"796",71166,"1995-09-10","WE",9,10,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"797",71167,"1995-09-16","WE",9,16,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"798",71168,"1995-09-18","WD",9,18,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"799",71169,"1995-09-20","WD",9,20,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"800",71170,"1995-09-24","WE",9,24,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"801",71171,"1995-09-26","WD",9,26,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"802",71172,"1995-09-28","WD",9,28,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"803",71173,"1995-10-02","WD",10,2,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"804",71174,"1995-10-06","WD",10,6,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"805",71175,"1995-10-07","WE",10,7,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"806",71176,"1995-10-15","WE",10,15,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"807",71177,"1995-10-18","WD",10,18,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"808",71178,"1995-10-22","WE",10,22,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"809",71179,"1995-10-24","WD",10,24,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"810",71180,"1995-10-28","WE",10,28,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"811",71181,"1995-11-04","WE",11,4,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"812",71182,"1995-11-12","WE",11,12,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"813",71183,"1995-11-16","WD",11,16,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"814",71184,"1995-11-18","WE",11,18,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"815",71185,"1995-11-25","WE",11,25,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"816",71186,"1995-11-27","WD",11,27,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"817",71187,"1995-11-29","WD",11,29,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"818",71188,"1995-11-30","WD",11,30,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"819",71189,"1995-12-01","WD",12,1,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"820",71190,"1995-12-07","WD",12,7,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"821",71191,"1995-12-09","WE",12,9,1995,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"822",71192,"1995-12-10","WE",12,10,1995,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"823",71193,"1995-12-11","WD",12,11,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"824",71194,"1995-12-15","WD",12,15,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"825",71195,"1995-12-17","WE",12,17,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"826",71196,"1995-12-30","WE",12,30,1995,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"827",71197,"1996-01-03","WD",1,3,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"828",71198,"1996-01-07","WE",1,7,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"829",71199,"1996-01-17","WD",1,17,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"830",71200,"1996-01-20","WE",1,20,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"831",71201,"1996-01-26","WD",1,26,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"832",71202,"1996-01-27","WE",1,27,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"833",71203,"1996-01-28","WE",1,28,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"834",71204,"1996-01-30","WD",1,30,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"835",71205,"1996-02-03","WE",2,3,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"836",71206,"1996-02-05","WD",2,5,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"837",71207,"1996-02-07","WD",2,7,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"838",71208,"1996-02-10","WE",2,10,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"839",71209,"1996-02-14","WD",2,14,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"840",71210,"1996-02-24","WE",2,24,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"841",71211,"1996-02-25","WE",2,25,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"842",71212,"1996-02-29","WD",2,29,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"843",71213,"1996-03-02","WE",3,2,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"844",71214,"1996-03-03","WE",3,3,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"845",71215,"1996-03-13","WD",3,13,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"846",71216,"1996-03-14","WD",3,14,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"847",71217,"1996-03-19","WD",3,19,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"848",71218,"1996-03-23","WE",3,23,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"849",71219,"1996-03-24","WE",3,24,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"850",71220,"1996-03-28","WD",3,28,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"851",71221,"1996-04-06","WE",4,6,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"852",71222,"1996-04-09","WD",4,9,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"853",71223,"1996-04-12","WD",4,12,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"854",71224,"1996-04-13","WE",4,13,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"855",71225,"1996-04-14","WE",4,14,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"856",71226,"1996-04-16","WD",4,16,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"857",71227,"1996-04-24","WD",4,24,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"858",71228,"1996-04-27","WE",4,27,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"859",71229,"1996-05-05","WE",5,5,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"860",71230,"1996-05-13","WD",5,13,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"861",71231,"1996-05-15","WD",5,15,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"862",71232,"1996-05-18","WE",5,18,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"863",71233,"1996-05-19","WE",5,19,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"864",71234,"1996-05-20","WD",5,20,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"865",71235,"1996-05-25","WE",5,25,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"866",71236,"1996-05-28","WD",5,28,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"867",71237,"1996-06-01","WE",6,1,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"868",71238,"1996-06-04","WD",6,4,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"869",71239,"1996-06-07","WD",6,7,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"870",71240,"1996-06-15","WE",6,15,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"871",71241,"1996-06-18","WD",6,18,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"872",71242,"1996-06-19","WD",6,19,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"873",71243,"1996-06-29","WE",6,29,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"874",71244,"1996-06-30","WE",6,30,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"875",71245,"1996-07-07","WE",7,7,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"876",71246,"1996-07-10","WD",7,10,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"877",71247,"1996-07-13","WE",7,13,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"878",71248,"1996-07-15","WD",7,15,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"879",71249,"1996-07-19","WD",7,19,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"880",71250,"1996-07-27","WE",7,27,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"881",71251,"1996-07-28","WE",7,28,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"882",71252,"1996-07-29","WD",7,29,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"883",71253,"1996-08-05","WD",8,5,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"884",71254,"1996-08-15","WD",8,15,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"885",71255,"1996-08-16","WD",8,16,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"886",71256,"1996-08-17","WE",8,17,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"887",71257,"1996-08-18","WE",8,18,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"888",71258,"1996-08-22","WD",8,22,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"889",71259,"1996-08-25","WE",8,25,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"890",71260,"1996-08-31","WE",8,31,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"891",71261,"1996-09-07","WE",9,7,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"892",71262,"1996-09-11","WD",9,11,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"893",71263,"1996-09-18","WD",9,18,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"894",71264,"1996-09-21","WE",9,21,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"895",71265,"1996-09-22","WE",9,22,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"896",71266,"1996-09-24","WD",9,24,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"897",71267,"1996-09-27","WD",9,27,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"898",71268,"1996-09-29","WE",9,29,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"899",71269,"1996-10-01","WD",10,1,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"900",71270,"1996-10-06","WE",10,6,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"901",71271,"1996-10-15","WD",10,15,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"902",71272,"1996-10-18","WD",10,18,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"903",71273,"1996-10-20","WE",10,20,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"904",71274,"1996-10-23","WD",10,23,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"905",71275,"1996-10-26","WE",10,26,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"906",71276,"1996-10-27","WE",10,27,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"907",71277,"1996-11-04","WD",11,4,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"908",71278,"1996-11-09","WE",11,9,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"909",71279,"1996-11-10","WE",11,10,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"910",71280,"1996-11-18","WD",11,18,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"911",71281,"1996-11-22","WD",11,22,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"912",71282,"1996-11-23","WE",11,23,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"913",71283,"1996-11-26","WD",11,26,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"914",71284,"1996-11-30","WE",11,30,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"915",71285,"1996-12-01","WE",12,1,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"916",71286,"1996-12-03","WD",12,3,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"917",71287,"1996-12-06","WD",12,6,1996,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"918",71288,"1996-12-07","WE",12,7,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"919",71289,"1996-12-10","WD",12,10,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"920",71290,"1996-12-12","WD",12,12,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"921",71291,"1996-12-15","WE",12,15,1996,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"922",71292,"1996-12-28","WE",12,28,1996,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"923",71293,"1997-01-03","WD",1,3,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"924",71294,"1997-01-05","WE",1,5,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"925",71295,"1997-01-10","WD",1,10,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"926",71296,"1997-01-15","WD",1,15,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"927",71297,"1997-01-19","WE",1,19,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"928",71298,"1997-01-21","WD",1,21,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"929",71299,"1997-01-25","WE",1,25,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"930",71300,"1997-01-26","WE",1,26,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"931",71301,"1997-02-04","WD",2,4,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"932",71302,"1997-02-08","WE",2,8,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"933",71303,"1997-02-10","WD",2,10,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"934",71304,"1997-02-15","WE",2,15,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"935",71305,"1997-02-16","WE",2,16,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"936",71306,"1997-02-18","WD",2,18,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"937",71307,"1997-02-21","WD",2,21,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"938",71308,"1997-02-22","WE",2,22,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"939",71309,"1997-03-04","WD",3,4,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"940",71310,"1997-03-06","WD",3,6,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"941",71311,"1997-03-08","WE",3,8,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"942",71312,"1997-03-10","WD",3,10,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"943",71313,"1997-03-16","WE",3,16,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"944",71314,"1997-03-21","WD",3,21,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"945",71315,"1997-03-29","WE",3,29,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"946",71316,"1997-03-30","WE",3,30,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"947",71317,"1997-04-01","WD",4,1,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"948",71318,"1997-04-05","WE",4,5,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"949",71319,"1997-04-13","WE",4,13,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"950",71320,"1997-04-15","WD",4,15,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"951",71321,"1997-04-20","WE",4,20,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"952",71322,"1997-04-24","WD",4,24,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"953",71323,"1997-04-26","WE",4,26,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"954",71324,"1997-04-28","WD",4,28,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"955",71325,"1997-05-01","WD",5,1,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"956",71326,"1997-05-03","WE",5,3,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"957",71327,"1997-05-05","WD",5,5,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"958",71328,"1997-05-10","WE",5,10,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"959",71329,"1997-05-17","WE",5,17,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"960",71330,"1997-05-23","WD",5,23,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"961",71331,"1997-05-25","WE",5,25,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"962",71332,"1997-05-28","WD",5,28,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"963",71333,"1997-06-05","WD",6,5,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"964",71334,"1997-06-07","WE",6,7,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"965",71335,"1997-06-12","WD",6,12,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"966",71336,"1997-06-14","WE",6,14,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"967",71337,"1997-06-20","WD",6,20,1997,2,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"968",71338,"1997-06-24","WD",6,24,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"969",71339,"1997-06-28","WE",6,28,1997,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"970",71340,"1997-06-29","WE",6,29,1997,3,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
