"","SMPDY_PK","SAMPLE_DATE","TYPE_OF_DAY","MONTH","DAY","YEAR","PORT_FK","REMARKS","SYS_CREATE_TIME","SYS_MODIFY_TIME","LOAD_TABLE","LOAD_DATETIME","LOAD_USER"
"1",70371,"1982-01-07","WD",1,7,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"2",70372,"1982-01-10","WE",1,10,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"3",70373,"1982-01-16","WE",1,16,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"4",70374,"1982-01-20","WD",1,20,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"5",70375,"1982-02-13","WE",2,13,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"6",70376,"1982-02-25","WD",2,25,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"7",70377,"1982-02-26","WD",2,26,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"8",70378,"1982-02-27","WE",2,27,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"9",70379,"1982-03-15","WD",3,15,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"10",70380,"1982-03-20","WE",3,20,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"11",70381,"1982-03-27","WE",3,27,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"12",70382,"1982-03-29","WD",3,29,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"13",70383,"1982-04-10","WE",4,10,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"14",70384,"1982-04-12","WD",4,12,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"15",70385,"1982-04-17","WE",4,17,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"16",70386,"1982-04-29","WD",4,29,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"17",70387,"1982-05-08","WE",5,8,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"18",70388,"1982-05-11","WD",5,11,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"19",70389,"1982-05-27","WD",5,27,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"20",70390,"1982-05-29","WE",5,29,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"21",70391,"1982-06-12","WE",6,12,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"22",70392,"1982-06-17","WD",6,17,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"23",70393,"1982-06-25","WD",6,25,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"24",70394,"1982-06-26","WE",6,26,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"25",70395,"1982-07-03","WE",7,3,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"26",70396,"1982-07-30","WD",7,30,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"27",70397,"1982-07-31","WE",7,31,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"28",70398,"1982-08-08","WE",8,8,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"29",70399,"1982-08-12","WD",8,12,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"30",70400,"1982-08-25","WD",8,25,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"31",70401,"1982-08-28","WE",8,28,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"32",70402,"1982-09-12","WE",9,12,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"33",70403,"1982-09-18","WE",9,18,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"34",70404,"1982-09-24","WD",9,24,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"35",70405,"1982-10-15","WD",10,15,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"36",70406,"1982-10-16","WE",10,16,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"37",70407,"1982-10-24","WE",10,24,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"38",70408,"1982-10-27","WD",10,27,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"39",70409,"1982-11-10","WD",11,10,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"40",70410,"1982-11-17","WD",11,17,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"41",70411,"1982-11-21","WE",11,21,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"42",70412,"1982-11-27","WE",11,27,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"43",70413,"1982-12-03","WD",12,3,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"44",70414,"1982-12-11","WE",12,11,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"45",70415,"1982-12-19","WE",12,19,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"46",70416,"1982-12-28","WD",12,28,1982,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"47",70417,"1983-01-14","WD",1,14,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"48",70418,"1983-01-16","WE",1,16,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"49",70419,"1983-01-22","WE",1,22,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"50",70420,"1983-01-27","WD",1,27,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"51",70421,"1983-02-04","WD",2,4,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"52",70422,"1983-02-13","WE",2,13,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"53",70423,"1983-02-15","WD",2,15,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"54",70424,"1983-02-28","WD",2,28,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"55",70425,"1983-03-12","WE",3,12,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"56",70426,"1983-03-15","WD",3,15,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"57",70427,"1983-03-26","WE",3,26,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"58",70428,"1983-03-29","WD",3,29,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"59",70429,"1983-04-07","WD",4,7,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"60",70430,"1983-04-16","WE",4,16,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"61",70431,"1983-04-19","WD",4,19,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"62",70432,"1983-04-30","WE",4,30,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"63",70433,"1983-05-21","WE",5,21,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"64",70434,"1983-05-23","WD",5,23,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"65",70435,"1983-05-25","WD",5,25,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"66",70436,"1983-06-08","WD",6,8,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"67",70437,"1983-06-17","WD",6,17,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"68",70438,"1983-06-18","WE",6,18,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"69",70439,"1983-06-26","WE",6,26,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"70",70440,"1983-07-02","WE",7,2,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"71",70441,"1983-07-07","WD",7,7,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"72",70442,"1983-07-23","WE",7,23,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"73",70443,"1983-07-29","WD",7,29,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"74",70444,"1983-08-03","WD",8,3,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"75",70445,"1983-08-06","WE",8,6,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"76",70446,"1983-08-14","WE",8,14,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"77",70447,"1983-08-24","WD",8,24,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"78",70448,"1983-09-04","WE",9,4,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"79",70449,"1983-09-07","WD",9,7,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"80",70450,"1983-09-12","WD",9,12,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"81",70451,"1983-09-25","WE",9,25,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"82",70452,"1983-10-21","WD",10,21,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"83",70453,"1983-10-22","WE",10,22,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"84",70454,"1983-10-26","WD",10,26,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"85",70455,"1983-10-29","WE",10,29,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"86",70456,"1983-11-02","WE",11,2,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"87",70457,"1983-11-12","WE",11,12,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"88",70458,"1983-11-21","WD",11,21,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"89",70459,"1983-11-26","WE",11,26,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"90",70460,"1983-12-09","WD",12,9,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"91",70461,"1983-12-10","WE",12,10,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"92",70462,"1983-12-18","WE",12,18,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"93",70463,"1983-12-20","WD",12,20,1983,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"94",70464,"1984-01-05","WD",1,5,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"95",70465,"1984-01-14","WE",1,14,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"96",70466,"1984-01-21","WE",1,21,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"97",70467,"1984-01-23","WD",1,23,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"98",70468,"1984-02-10","WD",2,10,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"99",70469,"1984-02-11","WE",2,11,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"100",70470,"1984-02-18","WE",2,18,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"101",70471,"1984-02-22","WD",2,22,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"102",70472,"1984-03-03","WE",3,3,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"103",70473,"1984-03-09","WD",3,9,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"104",70474,"1984-03-22","WD",3,22,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"105",70475,"1984-03-25","WE",3,25,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"106",70476,"1984-04-02","WD",4,2,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"107",70477,"1984-04-08","WE",4,8,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"108",70478,"1984-04-18","WD",4,18,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"109",70479,"1984-04-28","WE",4,28,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"110",70480,"1984-05-05","WE",5,5,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"111",70481,"1984-05-12","WE",5,12,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"112",70482,"1984-05-17","WD",5,17,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"113",70483,"1984-05-22","WD",5,22,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"114",70484,"1984-06-03","WE",6,3,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"115",70485,"1984-06-07","WD",6,7,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"116",70486,"1984-06-17","WE",6,17,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"117",70487,"1984-06-27","WD",6,27,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"118",70488,"1984-07-01","WE",7,1,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"119",70489,"1984-07-03","WD",7,3,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"120",70490,"1984-07-24","WD",7,24,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"121",70491,"1984-07-29","WE",7,29,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"122",70492,"1984-08-04","WE",8,4,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"123",70493,"1984-08-12","WE",8,12,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"124",70494,"1984-08-15","WD",8,15,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"125",70495,"1984-08-29","WD",8,29,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"126",70496,"1984-09-02","WE",9,2,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"127",70497,"1984-09-08","WE",9,8,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"128",70498,"1984-09-13","WD",9,13,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"129",70499,"1984-09-19","WD",9,19,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"130",70500,"1984-10-07","WE",10,7,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"131",70501,"1984-10-11","WD",10,11,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"132",70502,"1984-10-17","WD",10,17,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"133",70503,"1984-10-18","WD",10,18,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"134",70504,"1984-10-21","WE",10,21,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"135",70505,"1984-10-30","WD",10,30,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"136",70506,"1984-11-01","WD",11,1,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"137",70507,"1984-11-07","WD",11,7,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"138",70508,"1984-11-11","WE",11,11,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"139",70509,"1984-11-17","WE",11,17,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"140",70510,"1984-11-20","WD",11,20,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"141",70511,"1984-11-29","WE",11,29,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"142",70512,"1984-12-03","WD",12,3,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"143",70513,"1984-12-08","WE",12,8,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"144",70514,"1984-12-10","WD",12,10,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"145",70515,"1984-12-19","WD",12,19,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"146",70516,"1984-12-23","WE",12,23,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"147",70517,"1984-12-27","WD",12,27,1984,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"148",70518,"1985-01-04","WD",1,4,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"149",70519,"1985-01-07","WD",1,7,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"150",70520,"1985-01-09","WD",1,9,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"151",70521,"1985-01-13","WE",1,13,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"152",70522,"1985-01-25","WD",1,25,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"153",70523,"1985-01-27","WE",1,27,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"154",70524,"1985-02-08","WD",2,8,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"155",70525,"1985-02-10","WE",2,10,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"156",70526,"1985-02-12","WD",2,12,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"157",70527,"1985-02-14","WD",2,14,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"158",70528,"1985-02-19","WD",2,19,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"159",70529,"1985-02-24","WE",2,24,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"160",70530,"1985-03-03","WE",3,3,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"161",70531,"1985-03-06","WD",3,6,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"162",70532,"1985-03-09","WE",3,9,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"163",70533,"1985-03-18","WD",3,18,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"164",70534,"1985-03-20","WD",3,20,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"165",70535,"1985-03-26","WD",3,26,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"166",70536,"1985-04-13","WE",4,13,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"167",70537,"1985-04-15","WD",4,15,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"168",70538,"1985-04-18","WD",4,18,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"169",70539,"1985-04-22","WD",4,22,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"170",70540,"1985-04-27","WE",4,27,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"171",70541,"1985-04-30","WD",4,30,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"172",70542,"1985-05-07","WD",5,7,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"173",70543,"1985-05-11","WE",5,11,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"174",70544,"1985-05-13","WD",5,13,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"175",70545,"1985-05-22","WD",5,22,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"176",70546,"1985-05-25","WE",5,25,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"177",70547,"1985-05-28","WD",5,28,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"178",70548,"1985-06-01","WE",6,1,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"179",70549,"1985-06-05","WD",6,5,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"180",70550,"1985-06-11","WD",6,11,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"181",70551,"1985-06-14","WD",6,14,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"182",70552,"1985-06-17","WD",6,17,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"183",70553,"1985-06-29","WE",6,29,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"184",70554,"1985-07-01","WD",7,1,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"185",70555,"1985-07-08","WD",7,8,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"186",70556,"1985-07-13","WE",7,13,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"187",70557,"1985-07-15","WD",7,15,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"188",70558,"1985-07-18","WD",7,18,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"189",70559,"1985-07-28","WE",7,28,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"190",70560,"1985-08-06","WD",8,6,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"191",70561,"1985-08-10","WE",8,10,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"192",70562,"1985-08-14","WD",8,14,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"193",70563,"1985-08-22","WD",8,22,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"194",70564,"1985-08-25","WE",8,25,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
"195",70565,"1985-08-27","WD",8,27,1985,1,NA,NA,"2004-09-14 00:00:00","g_sampda","2020-03-06 11:58:43","data_loader"
